Biologie 1. kolo 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Obor;Druh;Jméno;Přijmení;Číslo jednací;Rodné číslo;2;3;25;40;64;94;114;118;128;138;164;190;192;204;236;241;248;249;250;255;273;276;289;290;331;354;390;395;402;406;409;421;441;486;529;547;575;576;580;602;623;638;643;652;716;768;775;816;826;831;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031;2032;2033;2034;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;2050
ZUBL;11;Adéla;Periskopová;2387;2387;C;AX;D;C;BX;AX;AB;ABCX;DX;BD;BD;CX;A;C;AX;AX;AX;C;A;AC;AC;AX;ABCD;CX;D;AB;ACX;D;C;AD;BCX;A;AD;D;BX;AX;A;ABCDX;BDX;BX;AX;ABCD;CX;AX;AX;D;BD;CD;AB;BDX;BDX;B;A;C;AX;B;ABX;AD;BD;A;ABCX;BD;BX;DX;BX;D;DX;BX;B;C;A;C;DX;D;ABCD;C;ACX;BX;BDX;D;ABCDX;D;D;DX;C;AX;BCD;A;AB;ADX;DX;ABC;AB;CD;CD;B;ABCDX;D;A;DX
ZUBL;11;Adam;Mikroskop;2388;2388;AX;AX;C;AX;BD;AC;BD;BC;B;BD;C;D;BX;C;C;AX;CD;C;C;D;D;AX;D;CX;CD;A;ACD;A;A;AC;BCX;C;BD;C;C;B;C;C;ABCD;BX;AX;BD;A;BC;AX;AC;BCD;CX;ABCDX;ABD;B;B;C;BD;AX;A;ABD;BD;AD;CD;C;C;C;DX;BX;A;DX;C;B;C;A;B;C;A;A;D;B;BX;A;AD;BD;D;BX;B;BX;AX;D;C;BCD;ABCD;B;BD;BD;CD;BCDX;D;A;D;D;C
ZUBL;11;Adéla;Periskopová;2389;2389;AX;AX;BX;AX;BX;AB;AB;C;B;ABCD;AB;CX;A;B;AX;AX;AX;AX;ABX;AC;AX;AX;ABDX;AC;C;ABCX;ABC;ADX;CDX;D;BCX;ACX;ACX;AX;BX;C;C;ABCDX;BDX;BX;AX;ABX;CX;AX;AX;CDX;AD;CX;ABCDX;ABD;ABD;ABX;DX;BD;D;CX;A;D;AD;DX;ABCD;C;BX;C;BX;CX;DX;CD;C;DX;BX;C;C;D;ABCD;BCD;BC;A;BDX;ABDX;BD;AX;BX;DX;BX;AD;C;A;AB;C;BC;A;AD;A;BCDX;AB;AC;AX;AC;DX
ZUBL;11;Adam;Mikroskop;2390;2390;AX;AX;BX;AD;A;ABD;BX;ABCX;B;BD;ABCD;AC;AB;AB;AX;AX;AX;AX;D;AC;BD;AX;ABDX;CX;C;ABCX;ABC;ABD;C;ABD;AD;A;ACD;AX;D;AX;BX;ABD;BDX;BX;AX;ABX;CX;B;AX;C;BD;BCD;AB;B;A;D;C;BD;ABC;A;BC;AD;BD;AB;ABCX;D;AB;DX;AD;D;DX;BX;ABC;DX;A;ABD;B;AD;ACX;CD;ACD;C;C;ACD;BD;D;ACD;DX;D;AX;CD;C;AB;ABD;ABC;ABCDX;ABDX;C;ABC;CD;BCD;AX;ABCD;DX
ZUBL;11;Adéla;Periskopová;2391;2391;D;AX;BX;AX;BX;AX;BX;ABCX;B;ADX;ABCD;A;BX;ABCDX;AX;AX;AD;AX;ABX;ACDX;AX;AX;ABDX;A;AX;ABCX;ACX;ADX;CDX;ABX;BCX;ACX;ACX;AX;BX;AX;BX;AB;BDX;BX;AX;ABX;CX;C;AX;CDX;ABX;CX;ABCDX;BDX;BDX;ABX;C;BCD;AX;CX;A;ABDX;DX;DX;ABCX;B;BX;DX;AD;B;DX;BX;C;DX;D;BD;DX;BX;AB;ACD;BD;A;BDX;AD;BC;;BC;DX;D;C;BCD;A;BX;ADX;DX;BD;ABDX;CD;BCDX;B;A;AX;ACD;DX
ZUBL;11;Adam;Mikroskop;2392;2392;C;AX;D;B;BX;AX;BX;ABCX;C;CD;D;CX;D;B;AX;AX;BC;AC;BD;AC;B;AX;AD;CX;C;CD;ABC;B;CDX;ABD;B;A;ACD;D;A;AX;BX;ABCDX;D;A;AX;ABD;CX;AX;AX;D;BCD;D;ABC;A;BDX;B;DX;BD;AX;B;ABX;ABDX;CD;DX;BC;C;BX;C;BX;CX;DX;BX;D;A;D;AX;DX;A;ACX;C;BD;A;BDX;D;B;D;C;DX;C;C;AD;A;BX;ADX;B;AB;ABDX;CD;BD;BC;ABD;D;A;C
ZUBL;11;Adéla;Periskopová;2393;2393;AB;AX;BX;B;BX;AB;BC;AB;B;A;C;CX;BX;B;B;B;AX;D;D;CD;B;D;A;CX;AX;ACD;ABC;A;A;AD;A;A;ACD;C;BX;AX;C;ABCDX;BDX;BX;AX;ABD;CX;C;B;BC;BD;CX;ABCDX;B;B;B;A;D;C;CX;A;ABDX;AD;BD;BC;B;BX;BD;BD;CX;DX;BX;D;C;D;AX;DX;A;ACX;AB;BD;AD;BDX;BD;BD;AX;BX;DX;D;AX;D;D;AB;ABCD;B;AC;ABDX;BCD;BCDX;AB;ABCDX;D;AD;AC
ZUBL;11;Adam;Mikroskop;2394;2394;AX;AX;C;AX;A;AX;BX;ABCX;DX;D;ABDX;CX;BX;AB;AX;AX;AX;BC;ABX;AC;AX;AX;AD;A;AX;ABCX;ACX;ADX;CDX;ABX;BCX;ACX;ACX;AX;BX;AX;BC;ABCDX;BDX;BX;AX;B;CX;AX;AX;CDX;ABX;CX;ABCDX;BDX;AD;B;A;CD;ABC;A;ABX;ABDX;DX;DX;ABCD;B;D;ABCD;BX;CX;DX;BX;A;DX;BD;B;BC;A;ACX;ABCD;A;C;A;D;D;D;BX;DX;C;ABCD;D;A;BD;D;C;AB;AD;C;BCDX;B;D;AX;ABCX;DX
ZUBL;11;Adéla;Periskopová;2395;2395;AX;AX;BX;B;BX;B;BC;ABCX;DX;ADX;ABDX;CX;BX;ABCDX;AX;AX;AX;B;ABX;ACDX;AX;AX;ABDX;CX;AX;BCD;ACX;ADX;CDX;B;BCX;ACX;ACX;AX;BX;AX;BX;ABCDX;BDX;BX;AX;ABX;CX;AX;AX;CDX;ABD;CX;ABCDX;BDX;BDX;ABX;C;D;AX;CX;A;AD;DX;DX;BC;C;D;DX;BX;CX;DX;A;BC;C;BX;BC;B;D;ACD;ACX;BCD;A;B;ABDX;BC;D;BX;DX;D;AX;D;C;BX;ACD;DX;A;ABDX;D;BCDX;ABCX;ACD;AX;ABCX;DX
ZUBL;11;Adam;Mikroskop;2396;2396;AX;AX;C;AX;BX;AX;BX;ABCX;DX;BD;ABDX;CX;ABC;ABCDX;AX;AX;AX;BC;ABX;ACDX;AX;AX;ABDX;CX;AX;ABCD;ACX;ADX;CDX;ABD;BCX;ACX;ACX;AX;BX;AX;BX;ABCDX;BDX;BX;AX;ABX;CX;AX;AX;ACD;ABX;CX;ABCDX;BDX;BDX;ABX;DX;BCD;B;CX;ABX;ABDX;DX;DX;ABCX;AX;BX;DX;BX;CX;C;C;ABC;DX;BX;B;B;BX;ACD;BC;BC;A;AC;AD;BCD;AX;BX;DX;BX;AX;BDX;A;BX;ADX;DX;ABD;ABDX;CD;BCDX;AB;ABCDX;AX;ABCX;DX
ZUBL;11;Adéla;Periskopová;2397;2397;AX;AX;BX;AB;BX;AX;BX;ABCX;DX;B;AD;CX;C;CD;AX;AX;AX;C;ABX;AC;AX;AX;AD;CX;AX;AB;ACX;ADX;CDX;ABX;BCX;ACX;ACX;AX;BX;AX;BC;ABCDX;BDX;BX;AX;ABD;CX;AX;AX;CDX;ABD;BC;ABCDX;BDX;BDX;B;DX;BD;AX;CX;ABX;AB;DX;DX;ABCX;AX;BX;C;BX;CX;DX;C;ACX;DX;C;C;B;BX;A;A;ACX;D;C;AD;D;D;BX;DX;BX;AX;BDX;A;BX;ADX;DX;ABCDX;BD;CD;BCDX;BD;C;AX;AD;DX
ZUBL;11;Adam;Mikroskop;2398;2398;AX;AX;BX;AX;AD;AX;AC;CD;A;CD;C;D;BX;B;AX;D;AX;ABCD;ABC;AC;AC;AX;AD;D;AX;AD;ABC;ADX;C;AD;BCX;A;AD;C;AC;AX;C;ABCDX;BDX;AC;AX;BD;D;AX;AX;AC;AD;CD;ABCDX;BDX;D;A;DX;BCD;AX;A;ABX;AD;BD;AD;BC;B;BX;DX;C;CX;DX;A;C;A;BX;D;DX;BX;C;C;BD;BX;BDX;BD;D;C;BX;B;D;C;D;C;C;CD;B;B;A;B;CD;B;C;D;CD;C
ZUBL;11;Adéla;Periskopová;2399;2399;AX;AX;BX;AX;C;AX;ABCD;ABCD;B;CD;ABDX;AC;BX;CD;AX;D;;C;A;A;C;AX;BCD;A;C;AC;ACX;AB;C;AD;BCX;D;CD;AX;BC;AX;BX;ABCDX;BDX;BX;AX;A;CX;AX;AX;BCD;CD;CX;ABCDX;BDX;B;A;C;BD;C;B;ABX;D;B;DX;AB;C;C;DX;BX;CX;DX;BX;C;DX;A;C;DX;BX;A;BCD;A;D;C;A;BD;D;BX;DX;A;AX;D;A;D;B;C;A;BD;B;BCDX;B;ABD;AX;ABCX;C
ZUBL;11;Adam;Mikroskop;2400;2400;AX;AX;C;AX;BX;AX;BX;ABCX;C;ADX;BD;CX;AB;ACD;AX;AX;AD;AX;ABX;ACDX;AX;AX;AD;CX;AX;ABCX;ABC;ADX;CDX;ABX;BCX;A;ACX;AX;A;AX;BX;ABCDX;BDX;BX;AX;ABX;CX;AC;AX;CDX;ABX;CX;ABCDX;BDX;BDX;B;DX;BD;B;CX;ABX;ABDX;BD;DX;AB;AX;BX;DX;BX;CX;DX;BX;ACX;DX;BX;AX;DX;BX;ACD;ACD;BC;BX;BDX;AD;BC;B;BX;DX;BX;AX;BDX;A;BX;ADX;B;AB;ABDX;ACDX;BCDX;BC;ABCDX;AX;ABCX;DX
ZUBL;11;Adéla;Periskopová;2401;2401;AX;AB;D;AX;BX;D;BC;ABD;B;AC;A;D;A;AD;AX;AX;AC;C;D;A;BC;AX;D;AB;C;B;AB;AB;C;D;AC;D;ACD;C;BC;AX;C;BD;BDX;A;AB;ABX;D;D;AX;CDX;A;CD;ABC;B;BDX;A;B;BC;C;A;ABX;ABDX;ABD;AB;C;AX;BX;B;A;CX;DX;CD;D;DX;AC;C;A;A;CD;CD;BC;A;BDX;CD;BC;D;D;A;BX;C;AC;D;A;AC;AD;CD;AB;BC;CD;B;C;AX;AD;AC
ZUBL;11;Adam;Mikroskop;2402;2402;AX;AX;C;C;BX;AB;BX;BC;DX;ADX;BD;CX;BX;ABCDX;AX;AX;AX;AX;ABX;C;AX;AX;AD;CX;AX;AC;ACX;D;C;ABX;BD;C;A;AX;BX;AX;CD;ABCDX;BDX;C;AX;ABX;D;AX;AX;CDX;ABX;CD;ABCDX;BDX;A;A;DX;BC;AX;CX;A;ABDX;DX;DX;BC;C;BX;DX;BX;CX;DX;BX;C;C;BX;AC;DX;C;A;C;B;BX;D;ABDX;BCD;D;BX;DX;A;C;D;A;BX;D;DX;AB;AD;C;BCDX;A;C;AX;ABCX;DX
ZUBL;11;Adéla;Periskopová;2403;2403;AX;AX;C;AX;BX;AX;BX;ABCX;DX;D;C;D;D;BD;AX;C;AX;C;C;AC;AX;AX;AD;CX;AX;B;ACX;D;C;C;BCX;A;C;D;BX;D;C;ABCDX;BDX;BX;AD;B;CX;AX;AX;ACD;A;CX;ABC;B;BDX;ABX;DX;C;AX;CX;A;ABDX;DX;DX;B;AX;BX;DX;BX;A;DX;C;C;A;A;;B;A;D;D;A;ABC;;A;B;C;BC;;;AX;BDX;A;BX;A;DX;ABD;ABDX;CD;CD;;ABD;AX;AC;DX
ZUBL;11;Adam;Mikroskop;2404;2404;AX;AX;BX;AX;BX;AX;BX;BC;DX;ADX;BD;CX;BX;B;AX;AX;AX;AC;ABX;ACDX;AX;AX;ABDX;CX;CD;AC;ABC;D;D;AD;BCX;A;ABC;AX;BX;AX;BX;ABCDX;BDX;BX;AX;ABC;CX;AX;AX;CDX;ABX;CX;ABCDX;BDX;BDX;ABX;DX;ABD;AX;CX;ABX;AD;DX;DX;AB;AX;BX;CD;BX;CX;DX;BX;C;B;BX;B;DX;BX;ACX;C;BC;BX;BDX;BD;B;D;AB;DX;C;D;D;A;AB;ACD;DX;AB;AD;CD;CD;B;C;AX;AC;DX
ZUBL;11;Adéla;Periskopová;2405;2405;AX;AX;C;AC;BX;B;BX;B;B;A;D;B;D;B;B;B;AD;C;B;A;C;AX;A;CX;CD;A;ACX;AB;D;ABD;BCX;A;AD;AX;A;C;C;ABCDX;D;C;B;BD;CX;AX;AX;AC;A;CD;AC;B;B;B;A;D;C;CX;AD;BD;DX;B;BC;C;D;B;C;AB;DX;D;C;DX;BX;B;B;D;A;BC;C;C;B;AD;D;D;BC;DX;BX;AX;D;A;BD;D;DX;AB;D;CD;CD;B;ABCDX;AX;AD;DX
ZUBL;11;Adam;Mikroskop;2406;2406;C;D;BX;BC;CD;AX;ABD;BC;B;BCD;AB;BCD;AB;AD;C;C;AC;AX;B;A;C;C;A;A;BD;AD;ABD;AB;C;ACD;BCX;A;AD;B;D;C;C;D;BDX;BCD;AX;BD;A;B;AX;C;A;CX;A;B;C;D;C;BD;CD;CX;B;AC;ABD;AB;BC;C;D;ABC;BX;A;B;C;BCD;AD;D;BC;DX;A;ACX;ABC;A;A;D;A;BCD;D;AD;DX;D;C;AD;ACX;C;B;B;BCD;BD;CD;ACD;AB;AD;CD;CD;A
ZUBL;11;Adéla;Periskopová;2407;2407;AX;D;D;B;BX;AX;AB;AB;DX;ADX;ABDX;CX;BX;A;AX;AX;B;AX;A;AC;BD;AX;AD;CX;B;BCD;ABCD;B;A;ABX;BCX;ACX;CD;C;BX;B;BX;ABCDX;ABCD;BX;AB;ABC;CX;AX;D;AC;AD;D;ABCDX;BDX;BDX;A;DX;BD;AX;CX;AC;AB;BD;DX;AB;AX;BX;C;BD;D;DX;BX;ACD;DX;BX;D;C;A;ACX;CD;B;BX;BDX;ABDX;D;D;BX;DX;C;B;BDX;A;BX;ADX;DX;ABD;ABDX;ACDX;BCDX;D;A;AX;AD;C
ZUBL;11;Adam;Mikroskop;2408;2408;B;B;BX;AX;A;AX;AD;ABCX;BD;ADX;A;A;A;ABC;AX;D;B;AX;C;C;AX;AX;C;B;B;C;AD;AB;C;BC;C;B;ACX;C;A;D;AB;AB;B;AB;C;D;A;B;D;C;AD;BD;ABCDX;ABCD;C;D;A;CD;ACD;CX;B;BD;AC;AD;AB;B;D;AC;AB;CX;ABD;D;D;C;D;D;B;BX;ACX;B;B;C;B;A;D;AX;C;DX;BX;AD;ACD;C;CD;BC;A;BC;D;BD;BC;A;B;D;C;AD
ZUBL;11;Adéla;Periskopová;2409;2409;AC;AX;C;BD;C;C;ABC;AB;DX;ACD;ABDX;CX;BX;B;AX;B;C;AX;B;AC;AB;AX;AD;CX;BD;ABCX;ABC;AB;CDX;ABD;BCX;A;ACD;AX;BX;AX;BX;ABCDX;BDX;C;AX;ABCD;CX;B;AX;CDX;D;CX;C;ABD;BDX;B;DX;BCD;C;B;ABD;ABDX;DX;DX;ABCX;C;C;B;BX;CX;DX;BX;C;DX;BX;C;C;D;ACX;CD;B;BD;D;D;BCD;D;BX;DX;BX;C;C;C;AB;BD;DX;ABD;ABDX;CD;BCDX;BC;ABCDX;B;ABCD;A
ZUBL;11;Adam;Mikroskop;2410;2410;AX;AX;BX;AX;BX;AX;BX;ABCX;AB;ADX;BD;CX;A;AB;AX;AX;AX;AC;B;ACDX;AX;AX;ABDX;CX;AX;ABCX;ACX;ADX;CDX;AD;BCX;A;ACD;AX;BC;B;BX;ABCDX;D;BX;AX;ABX;CX;C;AX;CDX;B;CX;D;B;BDX;B;DX;BD;AX;D;A;AD;DX;DX;B;C;BX;DX;A;D;DX;BX;CD;DX;C;C;DX;BX;ACX;C;BCD;BX;D;ABDX;B;C;AB;DX;BX;AX;CD;A;BX;ADX;DX;AB;ABDX;CD;BCDX;AC;ABD;AX;AC;DX
ZUBL;11;Adéla;Periskopová;2411;2411;AX;AX;C;B;BX;B;BX;ABCX;DX;ADX;ABDX;CX;A;BCD;AX;AX;BC;AX;ABX;AC;AX;AC;AD;CX;AX;ABCD;ABC;ADX;CDX;ABD;BD;D;ACX;AX;BX;AX;BC;ABCDX;BDX;BX;AX;ABX;CX;AX;AX;CDX;ABD;CX;ABCDX;BDX;BDX;B;C;ABCDX;AX;CX;ABX;ABDX;DX;DX;ABCX;B;BX;DX;BX;CX;DX;C;BC;DX;BX;B;DX;BX;ABD;ABCD;AD;A;BDX;AD;ABD;B;BX;B;D;C;BDX;A;BX;ADX;B;ABD;ABDX;C;CD;BC;BD;AX;A;C
ZUBL;11;Adam;Mikroskop;2412;2412;AX;AX;BX;AX;BX;AX;BC;ABCX;DX;ADX;ABDX;CX;D;ABCDX;AX;AX;AX;AC;ABX;ACDX;AX;AX;ABDX;CX;AX;ABCX;ACX;ADX;CDX;ABX;BCX;ACX;A;C;BX;AX;ABD;ABCDX;BDX;BX;AX;ABX;CX;AX;AX;CDX;ABX;CX;ABCDX;BDX;B;A;DX;BC;D;CX;ABX;ABDX;DX;DX;ABCX;AX;BX;DX;BD;D;DX;BX;A;A;BX;C;C;BX;ABCD;BC;ACX;A;BDX;D;B;D;BX;B;D;AC;D;A;BX;A;DX;ABD;ABDX;ACDX;CD;B;B;AX;ABCX;DX
ZUBL;11;Adéla;Periskopová;2413;2413;AX;AX;BX;B;BX;AB;BX;ABCX;DX;ACD;BD;CX;A;A;AX;AX;BD;C;A;ACDX;AC;AD;ABDX;B;AX;ABCD;AD;ADX;CDX;ABX;BCX;ACX;ACX;AX;BX;AX;BC;ABCDX;BDX;BX;AX;B;D;AX;AX;CDX;BC;D;ABCDX;B;BCD;ABX;DX;C;AX;CX;A;ABDX;DX;DX;C;AX;BX;C;BX;CX;DX;BX;C;B;BX;B;DX;BX;ACX;C;ACX;BX;B;A;BC;D;BX;B;BX;AX;B;A;AB;A;DX;BCD;AB;D;BCDX;A;ABCDX;AX;AB;DX
ZUBL;11;Adam;Mikroskop;2414;2414;AX;AX;BX;D;C;BC;BX;BC;DX;ADX;BD;CX;BX;ABCDX;AX;AX;AX;AX;ABX;ACDX;AX;AX;AD;A;AX;ABCD;ACX;ADX;D;ABX;BCX;A;BC;AX;BX;B;AD;ABCDX;BDX;BX;AX;ABX;CX;AX;ABC;CDX;ABX;BCD;ABCDX;B;B;BD;DX;BCD;AX;CX;A;A;DX;DX;AB;AX;BX;DX;A;CX;DX;BX;C;DX;BX;C;DX;A;D;ACX;BC;A;A;CD;BC;AX;BX;C;D;AD;D;A;BX;A;B;AD;AD;AD;D;AB;D;AX;ABCD;DX
ZUBL;11;Adéla;Periskopová;2415;2415;C;AD;D;AX;BD;AX;BX;ABCX;C;D;C;CD;A;AC;AX;AX;BD;BC;AC;AC;AX;AX;AD;CX;AX;BC;ABC;A;C;BD;BCX;A;C;AX;BX;AX;BX;ABCDX;D;BX;AX;ABX;CX;AX;C;D;C;CX;BCD;B;B;C;DX;BC;C;CX;ABX;ABDX;DX;BD;BC;AX;BX;DX;BD;CX;DX;BX;BD;DX;BX;C;B;BX;ABC;BC;A;A;BDX;AB;BC;D;BX;DX;BX;AX;B;A;BX;A;DX;ABD;AB;ACDX;ACD;AC;AC;D;AC;C
ZUBL;11;Adam;Mikroskop;2416;2416;C;AX;D;CD;BX;AB;AC;AC;A;BCD;C;CX;D;BD;B;AX;AD;AX;C;BC;AX;AX;AB;CX;C;A;ABC;C;AD;BD;BCX;AB;AD;B;BX;B;C;CD;D;C;AX;ABCD;D;BD;AX;C;B;D;A;BDX;B;D;DX;AD;ABC;CX;ABX;AD;DX;DX;AB;D;BX;AD;BD;D;DX;BX;ABC;DX;C;D;C;A;CD;ACX;ACX;BX;AB;AB;BCD;B;D;DX;BX;AX;ABD;A;BX;ACD;AB;B;AB;CD;A;D;AB;CD;AC;C
ZUBL;11;Adéla;Periskopová;2417;2417;AX;AX;C;BD;BX;AX;BC;ABCX;DX;ADX;CD;ACD;A;BC;AX;AB;AX;D;D;ACDX;AX;AX;ABDX;CX;C;ABCD;ABD;ABD;C;ABX;BCX;B;AD;C;BX;AX;BX;ABCDX;BDX;BX;AX;ABX;D;C;AX;CDX;ABD;CD;ABCDX;BDX;AB;CD;DX;ABCDX;B;CX;ABX;ABDX;DX;DX;ABCX;C;D;C;BX;CX;DX;BX;ABCD;DX;BX;ABC;DX;BX;ACD;ABC;BCD;ABD;BCD;ABDX;BC;D;BX;DX;BX;AD;ABC;ACX;BX;ADX;AD;ABCDX;ABDX;ACDX;BCDX;ABCX;ABCDX;D;ABCD;DX
ZUBL;11;Adam;Mikroskop;2418;2418;AX;AX;D;AD;BX;C;ACD;BCD;B;CD;B;CX;A;A;D;C;D;B;D;C;C;AX;D;D;D;D;ABC;AB;A;ABC;AD;A;CD;AX;A;AX;C;CD;D;A;AX;ABCD;CX;AX;AX;C;BC;AD;AC;B;A;D;B;ABD;D;A;ABX;ABDX;ACD;AB;ABCX;C;A;ACD;BX;D;DX;BX;CD;B;D;B;BC;A;ABCD;ABCD;BC;A;BC;AD;C;D;A;DX;D;D;A;CD;CD;BCD;C;BCD;AD;BCD;CD;B;AC;CD;AD;AC
ZUBL;11;Adéla;Periskopová;2419;2419;AC;AX;C;AX;BX;AX;BX;ABCD;DX;ADX;ABDX;CD;A;A;AX;D;AX;AB;A;ACDX;AX;AX;ABDX;CX;C;AD;ABD;ADX;CDX;ABX;BCX;ACX;AD;D;BX;AX;C;ABCDX;BDX;BX;AX;BCD;CX;C;B;D;ABC;CD;AC;B;BDX;A;DX;BCD;AX;CX;ABX;ABDX;BD;DX;ABD;AX;BX;DX;BX;CX;DX;BC;BC;DX;AC;C;C;BX;AB;CD;ACX;A;BDX;AD;B;AX;BX;DX;BX;AX;C;A;BX;ADX;AD;ABCDX;ABDX;CD;BCDX;B;C;AX;A;C
ZUBL;11;Adam;Mikroskop;2420;2420;AX;AX;C;AX;A;AB;BX;A;B;ADX;BD;ACD;ABC;AB;AX;AX;AX;D;C;ACDX;BD;AC;D;B;C;C;ACX;A;D;C;C;A;ACX;C;BX;D;BX;AB;BDX;BX;AX;B;CX;AX;AX;CDX;ABX;B;ABCDX;B;B;A;DX;D;C;A;A;A;AD;DX;C;AX;BX;DX;BD;BC;DX;D;C;DX;A;C;C;A;C;ACX;BC;BX;B;A;C;D;BX;A;D;AX;BDX;A;BX;B;A;AC;AD;D;BC;AB;BD;AX;A;A
ZUBL;11;Adéla;Periskopová;2421;2421;B;ABC;D;BC;BD;C;ACD;AB;B;BC;AC;CX;BX;BC;C;C;AD;AC;A;CD;B;AX;C;CX;D;BC;ACX;D;BD;ACD;AC;D;ACD;AX;BX;C;ACD;AC;D;C;AX;ABX;D;C;AX;B;ACD;BC;AB;ABD;C;D;DX;BD;AC;A;ACD;ABC;AD;CD;AB;C;AC;AD;A;D;C;BX;D;BCD;C;AX;C;A;ACD;CD;ACX;ACD;BDX;AB;BD;B;A;DX;C;D;D;C;BD;BCD;BC;ABC;ACD;BC;BCDX;ABD;AD;AX;BC;AB
ZUBL;11;Adam;Mikroskop;2422;2422;AC;AX;D;B;AD;AX;BX;B;B;C;CD;CX;A;BCD;AX;AX;AC;CD;D;AC;D;AX;AC;AC;D;BD;ABC;ADX;C;AD;BCX;A;ABCD;C;BX;AX;AC;C;D;BX;AX;B;CX;C;AX;BD;ABX;CX;A;BDX;BDX;B;C;B;AX;AB;ABX;AD;BD;DX;BC;C;BX;DX;BX;B;DX;BX;C;A;D;B;B;BX;BD;C;BD;A;B;AD;CD;D;AB;DX;BX;AX;BDX;A;BX;BC;C;B;BD;CD;ACD;B;ABCDX;D;A;A
ZUBL;11;Adéla;Periskopová;2423;2423;AX;AX;BX;AX;BX;AX;BX;BC;DX;A;ABDX;CX;BX;ABCDX;AX;D;AX;AX;ABX;ACDX;AX;AX;AD;CX;AX;ABCX;ACX;ADX;CDX;ABX;BCX;ACX;A;AX;BX;AX;BX;ABCDX;BDX;BX;AX;ABX;CX;AX;AX;CDX;ABX;CX;ABCDX;ABD;BDX;ABX;DX;BD;C;CX;A;AD;DX;DX;A;C;BX;DX;BX;CX;DX;A;C;AD;BX;B;A;CD;ACX;C;B;A;B;B;BD;B;A;C;C;AX;D;A;BX;A;DX;AB;ABDX;AC;ABCD;AB;ACD;AX;AB;DX
ZUBL;11;Adam;Mikroskop;2424;2424;AX;AX;BX;AX;BX;AB;BX;ABCX;DX;ADX;C;CX;A;ABCDX;AX;AX;AD;AC;AC;AD;AX;AX;ABDX;CX;AX;ABCX;ACX;ADX;CDX;ABD;BD;ABC;ACX;AX;BC;AX;BX;ABCDX;BDX;BX;AX;ABD;CX;AX;AX;CDX;BC;D;ABCDX;ABD;BDX;ABX;C;ABCDX;C;A;A;ABDX;BD;DX;ABCX;B;BX;DX;BD;CX;DX;A;C;C;D;B;B;BX;ABC;ACX;BC;A;B;D;ABD;B;BX;B;BX;AC;D;AB;BX;ADX;DX;ABD;ABDX;AC;BCDX;B;ABCDX;AX;ACD;AD
ZUBL;11;Adéla;Periskopová;2425;2425;AB;AD;A;B;BX;D;BX;ABCX;B;CD;AD;A;BX;BCD;B;AX;AX;AC;A;AC;BC;AX;D;CX;D;ABCX;AD;ABD;C;BD;BCX;A;CD;C;D;C;CD;ABCDX;D;BX;AX;ABD;CX;AX;B;CDX;B;D;ABC;B;BDX;B;B;BD;ABC;A;ABX;AD;ACD;AD;AB;AX;BX;BD;BX;D;DX;AD;ABC;DX;AC;B;DX;BX;BC;CD;ACX;A;BCD;AB;BD;AX;CD;B;C;C;CD;A;AD;AB;B;AB;ABDX;CD;ACD;BC;ABCDX;AX;AB;DX
ZUBL;11;Adam;Mikroskop;2426;2426;AX;C;C;AX;C;C;BX;ABCD;DX;A;ABDX;CX;BX;AB;AX;B;D;C;A;AC;AX;AX;A;A;AX;AB;ACX;AB;A;BC;BCX;D;C;D;BX;AX;BX;ABCDX;BDX;BX;AX;ABX;CX;AX;AX;CDX;B;B;ABCDX;B;D;A;C;B;AX;A;A;A;CD;CD;BC;C;D;C;BX;CX;DX;C;C;A;D;C;C;C;D;C;AD;A;A;AD;BC;D;AB;B;BX;D;C;A;BX;ADX;AD;AD;AD;A;ABCD;AB;D;AX;A;DX
ZUBL;11;Adéla;Periskopová;2427;2427;AX;AC;BX;AX;BX;AB;C;AC;AB;C;CD;CX;A;B;AX;D;AX;AC;C;AC;CD;AX;A;B;C;D;ACX;AB;C;AD;BCX;A;ACD;D;D;B;BD;ABCDX;D;BX;C;BD;CX;C;AX;A;D;B;ABCDX;ABD;D;AC;C;D;C;B;ABX;AD;AD;DX;B;AX;BX;B;CD;A;DX;A;D;A;A;BC;B;BX;A;C;AD;A;A;A;B;B;AB;DX;BX;C;A;A;A;ADX;AD;ABD;AB;CD;CD;B;C;D;ACD;C
ZUBL;11;Adam;Mikroskop;2428;2428;B;BD;AD;AX;BX;BC;A;BC;B;ADX;A;CD;AB;AD;C;D;B;AX;B;C;AX;C;A;A;C;CD;ABCD;C;B;AC;BCX;B;BCD;C;BC;AX;C;ABCDX;D;BX;AX;B;D;C;B;CDX;BD;D;AB;BDX;D;A;CD;BCD;AX;A;ABX;AD;AD;ACD;C;AX;A;AC;BX;CX;DX;D;AB;C;BX;AX;DX;D;CD;BCD;BC;AD;B;BD;C;D;AD;B;C;AX;AB;C;D;BC;AC;AB;AD;C;BC;AC;BC;D;ACD;BC
